,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ALL Items Purchased ALL Locations,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Date Range: 06/09/2023 - 06/08/2024, 06/09/2024 - 06/08/2025",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Anand Ganger, 6/8/2025 10:46 AM",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Billing Location Nickname,Billing Location Address,Billing Location Account Number,Shipped Location Nickname,Shipped Location Address,Shipped Location Account Number,Short Description,Extended Description,Item Code,Manufacturer,Uom,Previous Quantity,Current Quantity,Previous Amount,Current Amount,CategoryTree,Category,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Category Level 9,Category Level 10
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Shave Prep Razor 2 Side Disposable Blue,Shave Prep Razor 2 Side Disposable Blue,1113336,Medline Industries Inc,CA,,1,,43.97,Medical & Surgical Supplies > OR Basics > Shave Prep,Medical & Surgical Supplies,OR Basics,Shave Prep,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Viscot Skin Marker Traditional Purple Non-Sterile, 10 BX/CA","Viscot Skin Marker Traditional Purple Non-Sterile, 10 BX/CA",6783960,Viscot Medical,BX,7,6,232.40,206.30,Medical & Surgical Supplies > OR Basics > Skin Marking Pen,Medical & Surgical Supplies,OR Basics,Skin Marking Pen,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"ChloraPrep Prep Swabstick CHG/Alc 1s 1.75mL, 10 BX/CA","ChloraPrep Prep Swabstick Chlorhexidine Gluconate 2%/Isopropyl Alcohol 70% 1's 1.75mL Non-Sterile, 10 BX/CA",9596851,Becton-Dickinson,BX,4,2,150.12,74.12,Medical & Surgical Supplies > OR Basics > Skin Prep Solution,Medical & Surgical Supplies,OR Basics,Skin Prep Solution,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"ChloraPrep Scrub Prep Applicator CHG 2%/Isopropyl Alcohol 70% 1.5mL, 25 BX/CA","ChloraPrep Scrub Prep Applicator CHG 2%/Isopropyl Alcohol 70% 1.5mL Clear Sterile, 25 BX/CA",1374627,Becton-Dickinson,BX,,2,,48.66,Medical & Surgical Supplies > OR Basics > Skin Prep Solution,Medical & Surgical Supplies,OR Basics,Skin Prep Solution,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Pad Prep Alcohol Large, 20 BX/CA","Pad Prep Alcohol Large Sterile, 20 BX/CA",5701307,Henry Schein Inc.,BX,5,2,16.25,7.32,Medical & Surgical Supplies > OR Basics > Skin Prep Solution,Medical & Surgical Supplies,OR Basics,Skin Prep Solution,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Cold Compress 5x7""","Cold Compress 5x7""",1126146,Henry Schein Inc.,CA,2,2,85.06,85.06,Medical & Surgical Supplies > Orthopedics > Hot & Cold Therapy,Medical & Surgical Supplies,Orthopedics,Hot & Cold Therapy,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Keyes Dermal Biopsy Punch 3mm Sterile Disposable Ea, 50 EA/CA","Keyes Dermal Biopsy Punch 3mm Sterile Disposable Each, 50 EA/CA",9537599,"Integra York Pa, Inc",CA,,1,,120.50,Medical & Surgical Supplies > Surgical Instruments > Biopsy Punch,Medical & Surgical Supplies,Surgical Instruments,Biopsy Punch,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Keyes Dermal Biopsy Punch 4mm Sterile Disposable Ea, 50 EA/CA","Keyes Dermal Biopsy Punch 4mm Sterile Disposable Each, 50 EA/CA",9539343,"Integra York Pa, Inc",CA,,1,,109.50,Medical & Surgical Supplies > Surgical Instruments > Biopsy Punch,Medical & Surgical Supplies,Surgical Instruments,Biopsy Punch,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Keyes Dermal Biopsy Punch 4mm Sterile Disposable Ea, 50 EA/CA","Keyes Dermal Biopsy Punch 4mm Sterile Disposable Each, 50 EA/CA",9539343,"Integra York Pa, Inc",EA,50,,104.50,,Medical & Surgical Supplies > Surgical Instruments > Biopsy Punch,Medical & Surgical Supplies,Surgical Instruments,Biopsy Punch,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Keyes Dermal Biopsy Punch 6mm Sterile Disposable Ea, 50 EA/CA","Keyes Dermal Biopsy Punch 6mm Sterile Disposable Each, 50 EA/CA",9534123,"Integra York Pa, Inc",CA,,1,,106.00,Medical & Surgical Supplies > Surgical Instruments > Biopsy Punch,Medical & Surgical Supplies,Surgical Instruments,Biopsy Punch,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Dermal Curette 2mm Stainless Steel/Plastic Sterile Disposable 50/Bx,Dermal Curette 2mm Stainless Steel/Plastic Sterile Disposable 50/Box,9538063,"Integra York Pa, Inc",BX,1,,101.04,,Medical & Surgical Supplies > Surgical Instruments > Curette,Medical & Surgical Supplies,Surgical Instruments,Curette,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Dermal Curette Stainless Steel/Plastic Sterile Disposable 50/Bx,Dermal Curette Stainless Steel/Plastic Sterile Disposable 50/Box,9536914,"Integra York Pa, Inc",BX,3,2,349.44,268.06,Medical & Surgical Supplies > Surgical Instruments > Curette,Medical & Surgical Supplies,Surgical Instruments,Curette,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Schamberg Comedone Extractor 3-3/4"" Stainless Steel Ea","Schamberg Comedone Extractor 3-3/4"" Stainless Steel Each",9535524,"Integra York Pa, Inc",EA,,10,,208.30,Medical & Surgical Supplies > Surgical Instruments > Extractor & Snare,Medical & Surgical Supplies,Surgical Instruments,Extractor & Snare,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"QlickSmart Blade Removal System, 4 EA/CA","QlickSmart Blade Removal System, 4 EA/CA",7312652,Myco Medical Supplies,EA,3,,117.30,,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blade Removers,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blade Removers,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Carbon Steel Sterile Surgical Blade #10 Disposable 100/Bx,Carbon Steel Sterile Surgical Blade #10 Disposable,9531378,"Integra York Pa, Inc",BX,4,2,146.44,76.64,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Carbon Steel Sterile Surgical Blade #11 Disposable 100/Bx,Carbon Steel Sterile Surgical Blade #11 #11 Disposable,9531774,"Integra York Pa, Inc",BX,3,4,109.83,170.97,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,Carbon Steel Sterile Surgical Blade #15 Disposable 100/Bx,Carbon Steel Sterile Surgical Blade #15 Disposable,9532041,"Integra York Pa, Inc",BX,10,9,371.60,405.91,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Surgical Blade Handle #3 For #10, #11, #12, #12B, #15 & #15C Blades","Henry Schein Surgical Blade Handle #3 For #10, #11, #12, #12B, #15 & #15C Blades",1045814,Henry Schein Inc.,EA,,4,,30.44,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Scalpel Handles,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Scalpel Handles,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"AccuThrive DermaBlade Stainless Steel Biopsy Blade Sterile Disposable 50/Bx, 8 BX/CA","AccuThrive DermaBlade Stainless Steel Biopsy Blade Sterile Disposable 50/Box, 8 BX/CA",1437056,"Accutec Blades, Inc",BX,6,17,747.66,"2,377.99",Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Specialty Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Specialty Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"AccuThrive Stainless Steel Double Edge Prep Blade 0.004"" Non-Sterile Disp 100/Bx, 10 BX/CA","AccuThrive Stainless Steel Double Edge Prep Blade 0.004"" Non-Sterile Disposable 100/Box, 10 BX/CA",1437057,"Accutec Blades, Inc",BX,5,2,178.31,101.06,Medical & Surgical Supplies > Surgical Products > Scalpel & Blade > Specialty Blades,Medical & Surgical Supplies,Surgical Products,Scalpel & Blade,Specialty Blades,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"18x26"" Sterile Surgical Drape 3"" Fenestrated, 6 BX/CA","18x26"" Sterile Surgical Drape 3"" Fenestrated, 6 BX/CA",9004685,Henry Schein Inc.,BX,3,3,60.84,63.46,Medical & Surgical Supplies > Surgical Products > Surgical Drape > Surgical Procedure Drapes,Medical & Surgical Supplies,Surgical Products,Surgical Drape,Surgical Procedure Drapes,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"18x26"" Sterile Surgical Drape Non-Fenestrated, 6 BX/CA","18x26"" Sterile Surgical Drape Non-Fenestrated, 6 BX/CA",9004686,Henry Schein Inc.,BX,3,4,72.78,92.90,Medical & Surgical Supplies > Surgical Products > Surgical Drape > Surgical Procedure Drapes,Medical & Surgical Supplies,Surgical Products,Surgical Drape,Surgical Procedure Drapes,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Telfa Ouchless Cotton Gauze Dressing 3x4"" Sterile Non-Adherent White Abs LF, 18 BX/CA","Telfa Ouchless Cotton Gauze Dressing 3x4"" Sterile Non-Adherent White Absorbent Not Made With Natural Rubber Latex, 18 BX/CA",8908967,Cardinal Health,BX,1,,10.44,,Medical & Surgical Supplies > Wound Care > Advanced Wound Care > Non-Adherent Dressing,Medical & Surgical Supplies,Wound Care,Advanced Wound Care,Non-Adherent Dressing,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"100% Cotton All-Gauze Sponge 4x4"" 12 Ply Non-Sterile Square LF, 10 PK/CA","Henry Schein 100% Cotton All-Gauze Sponge 4x4"" 12 Ply Non-Sterile Square Not Made With Natural Rubber Latex, 10 PK/CA",5702630,Henry Schein Inc.,CA,1,,49.30,,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"100% Cotton Woven Gauze Sponge 2x2"" 12 Ply Non-Sterile LF, 40 PK/CA","100% Cotton Woven Gauze Sponge 2x2"" 12 Ply Non-Sterile Not Made With Natural Rubber Latex, 40 PK/CA",1103542,Medline Industries Inc,PK,18,,26.28,,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"100% Cotton Woven Gauze Sponge 4x4"" 8 Ply Non-Sterile LF","100% Cotton Woven Gauze Sponge 4x4"" 8 Ply Non-Sterile Not Made With Natural Rubber Latex",8310272,Medline Industries Inc,PK,99,84,330.16,328.96,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Henry Schein Premium 100% Cotton All-Gauze Sponge 2x2"" 8 Ply Non-Sterile Sq LF, 25 PK/CA","Henry Schein Premium 100% Cotton All-Gauze Sponge 2x2"" 8 Ply Non-Sterile Square Not Made With Natural Rubber Latex, 25 PK/CA",5702647,Henry Schein Inc.,CA,1,10,28.75,307.00,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Henry Schein Premium 100% Cotton All-Gauze Sponge 2x2"" 8 Ply Non-Sterile Sq LF, 25 PK/CA","Henry Schein Premium 100% Cotton All-Gauze Sponge 2x2"" 8 Ply Non-Sterile Square Not Made With Natural Rubber Latex, 25 PK/CA",5702647,Henry Schein Inc.,PK,173,89,199.35,113.42,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Henry Schein Premium Rayon/Polyester Blend Non-Woven Sponge 3x3"" 4Pl NS Sq LF, 20 PK/CA","Henry Schein Premium Rayon/Polyester Blend Non-Woven Sponge 3x3"" 4 Ply Non-Sterile Square Not Made With Natural Rubber Latex, 20 PK/CA",1018748,Henry Schein Inc.,PK,2,8,6.58,24.08,Medical & Surgical Supplies > Wound Care > Traditional Wound Care > Sponge,Medical & Surgical Supplies,Wound Care,Traditional Wound Care,Sponge,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Steri-Strip Skin Closure Strip Non-Woven Rayon Backed 1/2x2"" White 50/Bx, 4 BX/CA","Steri-Strip Skin Closure Strip Non-Woven Rayon Backed 1/2x2"" White Adherent Sterile 50/Box, 4 BX/CA",4584654,3M Medical Products,BX,4,5,172.32,280.93,Medical & Surgical Supplies > Wound Closure > Skin Closure Strip,Medical & Surgical Supplies,Wound Closure,Skin Closure Strip,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Biosyn Suture 4-0 18"" Polyglecaprone Monofilament P-12 Undyed 12/Ca","Biosyn Suture Polyglecaprone Monofilament 4-0 18"" Absorbable P-12 Premium Reverse Cutting 3/8 Circle Needle 19mm Uncoated Undyed 12/Case",2941869,Medtronic MITG-Covidien,CA,10,3,875.70,279.21,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Biosyn Suture 4-0 18"" Polyglecaprone Monofilament P-13 Undyed 12Ea/Ca","Biosyn Suture Polyglecaprone Monofilament 4-0 18"" Absorbable P-13 Premium Reverse Cutting 3/8 Circle Needle 13mm Uncoated Undyed 12Ea/Case",7612439,Medtronic MITG-Covidien,CA,2,,172.58,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Biosyn Suture 5-0 18"" Polyglecaprone Monofilament P-13 Undyed 12/Ca","Biosyn Suture Polyglecaprone Monofilament 5-0 18"" Absorbable P-13 Premium Reverse Cutting 3/8 Circle Needle 13mm Uncoated Undyed 12/Case",2949778,Medtronic MITG-Covidien,CA,1,,93.06,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Ethilon Suture 4-0 18"" Nylon Monofilament FS-2 Black 12/Bx","Ethilon Suture Nylon Monofilament 4-0 18"" Non-Absorbable FS-2 Reverse Cutting 3/8 Circle Needle 19mm Uncoated Black 12/Box",6546969,J & J Healthcare Systems,BX,2,3,174.42,309.06,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Ethilon Suture 5-0 18"" Nylon Monofilament P-3 Black 12/Bx","Ethilon Suture Nylon Monofilament 5-0 18"" Non-Absorbable P-3 Precision Point Reverse Cutting 3/8 Circle Needle 13mm Uncoated Black 12/Box",6542114,J & J Healthcare Systems,BX,2,,377.40,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Ethilon Suture 5-0 18"" Nylon Monofilament P-3 Green 12/Bx","Ethilon Suture Nylon Monofilament 5-0 18"" Non-Absorbable P-3 Precision Point Reverse Cutting 3/8 Circle Needle 13mm Uncoated Green 12/Box",6547752,J & J Healthcare Systems,BX,1,,192.21,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Ethilon Suture 6-0 18"" Nylon Monofilament P-3 Green 12/Bx","Ethilon Suture Nylon Monofilament 6-0 18"" Non-Absorbable P-3 Precision Point Reverse Cutting 3/8 Circle Needle 13mm Uncoated Green 12/Box",6544958,J & J Healthcare Systems,BX,1,,194.57,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"PDS II Suture 3-0 18"" Polydioxanone Monofilament PS-2 Clear 12/Bx","PDS II Suture Polydioxanone Monofilament 3-0 18"" Absorbable PS-2 Cutting Edge Prime Reverse 3/8 Circle Needle 19mm Uncoated Clear 12/Box",6544518,J & J Healthcare Systems,BX,7,6,"1,944.15","1,872.78",Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"PDS II Suture 4-0 18"" Polydioxanone Monofilament P-3 Clear 12/Bx","PDS II Suture Polydioxanone Monofilament 4-0 18"" Absorbable P-3 Precision Point Reverse Cutting 3/8 Circle Needle 13mm Uncoated Clear 12/Box",6543367,J & J Healthcare Systems,BX,1,,256.43,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"PDS II Suture 4-0 18"" Polydioxanone Monofilament PS-2 Clear 12/Bx","PDS II Suture Polydioxanone Monofilament 4-0 18"" Absorbable PS-2 Cutting Edge Prime Reverse 3/8 Circle Needle 19mm Uncoated Clear 12/Box",6545192,J & J Healthcare Systems,BX,2,,658.82,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Prolene Suture 6-0 18"" Polypropylene Monofilament P-3 Blue 12/Bx","Prolene Suture Polypropylene Monofilament 6-0 18"" Non-Absorbable P-3 Precision Point Reverse Cutting 3/8 Circle Needle 13mm Uncoated Blue 12/Box",6544502,J & J Healthcare Systems,BX,1,,271.25,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Surgipro II Suture 4-0 18"" Polypropylene Monofilament P-12 Blue 12/Ca","Surgipro II Suture Polypropylene Monofilament 4-0 18"" Non-Absorbable P-12 Premium Reverse Cutting 3/8 Circle Needle 19mm Uncoated Blue 12/Case",2945366,Medtronic MITG-Covidien,CA,3,6,302.70,622.46,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Surgipro II Suture 4-0 18"" Polypropylene Monofilament P-13 Blue 12/Ca","Surgipro II Suture Polypropylene Monofilament 4-0 18"" Non-Absorbable P-13 Premium Reverse Cutting 3/8 Circle Needle 13mm Uncoated Blue 12/Case",2947805,Medtronic MITG-Covidien,CA,2,1,225.26,117.07,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Vicryl Suture 4-0 18"" Polyglactin 910 Braid P-3 Undyed 12/Bx","Vicryl Suture Polyglactin 910 Braid 4-0 18"" Absorbable P-3 Precision Point Reverse Cutting 3/8 Circle Needle 13mm Coated Undyed 12/Box",6544427,J & J Healthcare Systems,BX,1,,238.32,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Vicryl Suture 4-0 18"" Polyglactin 910 Braid PS-2 Undyed 12/Bx","Vicryl Suture Polyglactin 910 Braid 4-0 18"" Absorbable PS-2 Cutting Edge Prime Reverse 3/8 Circle Needle 19mm Coated Undyed 12/Box",6546253,J & J Healthcare Systems,BX,3,,580.29,,Medical & Surgical Supplies > Wound Closure > Suture with Needle,Medical & Surgical Supplies,Wound Closure,Suture with Needle,,,,,,,
Ganger Dermatology,"1979 Huron Pkwy , Ann Arbor, MI, 481044141",2784935,GD Wixom,"49200 Wixom Tech Dr Angela Marie Frost Ferrell, Wixom, MI, 483933560",3049318,"Ointment Petrolatum White Packet 144/Bx, 6 BX/CA","Ointment Petrolatum White Packet 144/Box, 6 BX/CA",5703127,Henry Schein Inc.,BX,9,9,142.41,132.16,Pharmacy > Health & Beauty Care > Personal Care > Lotion,Pharmacy,Health & Beauty Care,Personal Care,Lotion,,,,,,
